"","simulated eta","2PL eta","RanItem eta"
"eta[3730]",-0.906267466146139,-1.86188609265908,-2.71698387940597
"eta[3731]",0.799763433850765,1.27564588182732,1.38536037462867
"eta[3732]",0.599151324488716,1.60531336033831,1.27538936866709
"eta[3733]",-1.17515530725233,0.669403174646154,-0.958206230174603
"eta[3734]",1.27672172141315,1.22663844568616,0.248097208701061
"eta[3735]",-0.8300001345162,0.293130747126343,-0.316840481532963
"eta[3736]",1.05688121385192,1.73145731374159,2.167437654372
"eta[3737]",0.792890801212182,1.39982234810063,1.7786496423026
"eta[3738]",-1.06972309845094,1.54593977203103,1.40011528152414
"eta[3739]",-0.733855499691981,1.64410133916043,1.90216341392038
"eta[3740]",1.00580520314014,1.39086962685998,2.91147620942531
"eta[3741]",-1.34685428871813,0.0499693706450399,-0.258261788611811
"eta[3742]",-1.31427688667806,0.141523060870209,0.0511473060479912
"eta[3743]",-0.124018203517727,-0.139347098348303,-0.543706245243195
"eta[3744]",-1.70663484360654,-0.238793844942178,-0.0386129587694936
"eta[3745]",-0.573054569253593,-1.08183201588994,-1.62389848480372
"eta[3746]",-1.21270822079135,-0.827028066189422,-0.70582144922125
"eta[3747]",-1.11160963464413,-0.955928333411381,-1.97399289383512
"eta[3748]",-5.28636724936879,-1.15640925830439,-2.11185934637957
"eta[3749]",-5.13275481532092,-1.20250112346222,-2.79037908017616
"eta[3750]",-3.26040604525241,-1.11051387316064,-2.12690178126413
"eta[3751]",-1.28481292709938,1.59652269293894,1.59645171990221
"eta[3752]",0.550500456129073,2.03649626388377,1.48872298484776
"eta[3753]",0.959728799560758,1.8891840391661,0.0550952624782071
"eta[3754]",0.0914150053869138,0.776767516151246,-0.578711312918453
"eta[3755]",-0.484684509083824,1.44832983423318,0.770076237927156
"eta[3756]",2.58544338909024,2.23998928311594,2.47198424446968
"eta[3757]",3.01835342353858,1.8270079699386,2.13575704973132
"eta[3758]",0.422783498288315,2.03082430222589,1.75329392926245
"eta[3759]",2.27286613853947,2.18779319156438,2.40806384651081
"eta[3760]",3.03341256471363,1.85810570438408,3.46797616983433
"eta[3761]",-0.679403650397458,0.429075099736972,0.193279085789961
"eta[3762]",0.14761504742864,1.60162807322269,1.04490606169927
"eta[3763]",0.0356357481686826,1.46239087361125,-0.142530615410893
"eta[3764]",0.636173612995496,1.26623935809536,0.183616273246603
"eta[3765]",-0.208119453498604,1.08693155801209,0.381177804893483
"eta[3766]",1.39217627253878,1.74021466194336,1.80100382964484
"eta[3767]",0.782560388300251,1.42641881599039,1.24081195014697
"eta[3768]",-0.413809478811116,0.659143676310193,-0.042812735313897
"eta[3769]",-0.261560969911408,1.59177034353692,1.22535378358898
"eta[3770]",2.32241043505119,1.44263062778326,2.08607642787452
"eta[3771]",0.207367728400311,0.62370055154763,0.750237087340358
"eta[3772]",0.0301802464542955,0.844315337658297,0.753912388878423
"eta[3773]",-1.1574482660848,-0.231396627375548,-1.13457172483007
"eta[3774]",-2.02207740333786,-0.41153764409109,-0.718838257524476
"eta[3775]",0.686649941156056,0.378117952601803,0.0939782684720045
"eta[3776]",2.57404714269186,0.779204008320938,1.41015783698503
"eta[3777]",1.44877554631933,-0.2761625113502,-0.235162033426826
"eta[3778]",0.379805515977922,0.53330267445045,0.381206775132145
"eta[3779]",-0.342944098833465,-0.294464680555191,-0.419803751369053
"eta[3780]",3.93797940365527,0.507325687004173,1.2954866908752
"eta[3781]",-1.30594648826171,-0.728327666758119,-0.557672518023986
"eta[3782]",0.574884358762947,0.234422273826647,0.390615334872467
"eta[3783]",-2.33028765768171,-0.893743403357113,-1.55699240662924
"eta[3784]",-2.69685052077519,-0.191879966912287,-0.401268706995703
"eta[3785]",-0.168763301731365,-0.159025294907606,-0.687559236907616
"eta[3786]",-2.09469637928506,0.0935808365103319,0.160146554241039
"eta[3787]",-1.11609093256486,-0.0491317601991771,-0.401379777596703
"eta[3788]",-1.64101960206884,-1.05165313441944,-0.474967906387907
"eta[3789]",-2.30667376141814,-1.05556095814118,-1.93293036675345
"eta[3790]",-1.60564892979847,-1.02299452144603,-1.56591138450458
"eta[3791]",0.155117406594845,-0.919749379252134,-0.374478965100066
"eta[3792]",-1.92204551425272,-0.947252882786702,-0.668201327222429
"eta[3793]",0.290934847435251,-2.32410682256113,-1.37393491416194
"eta[3794]",-2.53692365796659,-2.34848662136591,-3.13354028462571
"eta[3795]",-0.182919311157147,-2.20539185840425,-1.99415314891057
"eta[3796]",-4.67457498765943,-2.21940351129857,-3.01012237979701
"eta[3797]",-4.1701069319597,-2.19678424639034,-2.8589101237682
"eta[3798]",-4.01719594268191,-2.63052082171957,-1.39523419327543
"eta[3799]",-4.81786805842561,-2.73880145749256,-4.34368957740928
"eta[3800]",-6.86445619924561,-2.49289368198408,-3.91356512311567
"eta[3801]",-2.45190527779524,-2.70686935114809,-1.6758919902871
"eta[3802]",-3.27400785521852,-2.97014085109065,-2.33353847554223
"eta[3803]",-0.809877666946696,-3.63496755967779,-1.24523533807855
"eta[3804]",-3.61046118378063,-3.49674644369527,-4.21845194920463
"eta[3805]",-0.988563118494794,-3.25254950586733,-2.19876849988625
"eta[3806]",-3.74452277375684,-3.60696400348571,-4.32115334555443
"eta[3807]",-0.597126978250664,-3.43116403986369,-3.73768622433356
"eta[3808]",-3.33807068418444,-4.11081026938706,-1.85949468003515
"eta[3809]",-5.88957768865976,-4.31232156804344,-5.87854149066972
"eta[3810]",-8.07962537333565,-3.86230166155603,-5.2415080926361
"eta[3811]",0.977287562786048,-1.32335292310044,-0.581603820488194
"eta[3812]",-1.02601879233533,-2.34267789986248,-2.01183235669781
"eta[3813]",-1.65258490629608,-2.87659706793247,-1.27658671971326
"eta[3814]",-3.65342898515829,-2.8554618963968,-3.81674847553691
"eta[3815]",-1.72684693296526,-2.65377388600875,-2.13119561270523
"eta[3816]",-3.08915719107095,-2.8364501339198,-3.79982864698529
"eta[3817]",-2.68583319041544,-2.79119710931558,-3.38131778871265
"eta[3818]",0.762363445625656,-3.32050547635252,-1.70176336356492
"eta[3819]",-2.99268898004077,-3.4393422319071,-5.27234766370169
"eta[3820]",-2.25298630487148,-3.14685612172948,-4.67739594213198
"eta[3821]",-0.179307982404417,-1.57431727086791,-1.45024978228879
"eta[3822]",0.161554739691626,-1.60354880863136,-1.83621336909829
"eta[3823]",-0.180260514871331,-2.064523526821,-1.34582140605518
"eta[3824]",-2.59566158558896,-2.07292635806684,-3.44798661298639
"eta[3825]",-0.937936401398768,-1.09969907478192,-1.12115812507847
"eta[3826]",-0.44048365126572,-1.96070395198863,-3.40205071968316
"eta[3827]",-2.54367510641028,-1.99363276543216,-3.11592557343777
"eta[3828]",-0.728932353820374,-1.44993648590909,-0.561352471834973
"eta[3829]",-3.02289452997326,-2.50444894834211,-4.80129203803998
"eta[3830]",-2.68124859435913,-2.24445369971847,-4.31869567192024
"eta[3831]",-2.44837809570221,-1.69703359341759,-1.37191697496881
"eta[3832]",-1.75141526447168,-0.852281212596696,-0.778190877023247
"eta[3833]",-1.19965915791241,-2.2017193587886,-1.32374553030216
"eta[3834]",-2.47297362500988,-2.1903975877665,-3.33895477779938
"eta[3835]",-0.998967053246854,-1.21335978195903,-1.11131880091808
"eta[3836]",-4.15863825283028,-2.06912120934291,-3.22454014772678
"eta[3837]",-1.50301200695914,-2.13150058771271,-2.96722399645775
"eta[3838]",-0.589140120285672,-2.48754007623427,-1.43755915208936
"eta[3839]",-2.98735665134513,-2.63193034360846,-4.63915995163929
"eta[3840]",-3.51149272120158,-2.37714818490991,-4.0836726839084
"eta[3841]",-0.285719894614771,0.159089461384332,0.176627382885342
"eta[3842]",-0.693238446135377,-0.508671716481022,-0.84084466844356
"eta[3843]",1.08488147964663,0.0414125802238823,-0.588086198527436
"eta[3844]",-1.51644536410791,-0.933743311544329,-1.8411803059574
"eta[3845]",-1.92978072582948,-0.900028535635534,-1.71750865988694
"eta[3846]",-2.53964781310314,-0.664563200660186,-1.35472092298613
"eta[3847]",-2.95824503175841,0.067059409495166,-0.755138712792861
"eta[3848]",-0.38215284278854,-0.102979992912221,0.180708301892447
"eta[3849]",-2.92642833706705,-0.946595244338846,-2.54844031596904
"eta[3850]",-2.99450932209982,-0.0721909542410044,-1.1465057808703
"eta[3851]",-0.720434498708885,-2.02159010965743,-1.56342158115984
"eta[3852]",-1.14953118091992,-2.10843459545196,-2.03943822370417
"eta[3853]",-1.03342276821653,-2.61184040517603,-1.28038497340042
"eta[3854]",-0.727486031209893,-2.6424473198381,-3.80303860808125
"eta[3855]",-2.89364825698572,-2.43963255117081,-2.14598519440019
"eta[3856]",-1.45341442830046,-2.62005003763953,-3.78420962371622
"eta[3857]",-0.345444131217625,-2.51631374968815,-3.34627826678035
"eta[3858]",-0.073502593771726,-2.08291680756365,-0.686207524054778
"eta[3859]",-1.84871023073644,-3.16688190063065,-5.24633811360202
"eta[3860]",-1.93585001772879,-2.8245974107015,-4.65577735714214
"eta[3861]",-2.55973431327841,-1.18275163934355,-0.818257752846096
"eta[3862]",-1.63704302160304,-1.12113739731421,-0.926184778862367
"eta[3863]",0.400068821561808,-1.46433740400596,-1.47914566127668
"eta[3864]",-3.15636446603775,-1.56360133482979,-2.06274264162976
"eta[3865]",-2.46029214140895,-1.52088008970542,-1.75715041646667
"eta[3866]",-1.44039665576813,-0.506748848247197,-0.630634395157239
"eta[3867]",-1.78930310303184,-0.5897370110238,-0.897675097922568
"eta[3868]",-0.259230374283819,-0.845740474233578,0.0279512503498996
"eta[3869]",-4.37299742131204,-1.78829672505971,-2.89139864727483
"eta[3870]",-5.40760075207494,-1.6470008089396,-2.46860650644813
"eta[3871]",-2.93582843208533,-1.94365953838003,-1.54835930982769
"eta[3872]",-2.7642413011988,-2.10013041446914,-2.04470943786998
"eta[3873]",-1.57846251766451,-2.57464234372709,-1.29180107289146
"eta[3874]",-3.98611473266902,-2.6090118653169,-3.76499519341203
"eta[3875]",-0.444335919075891,-2.42199325402882,-2.14166750839194
"eta[3876]",-3.95284995741385,-2.58033681616805,-3.76551601053942
"eta[3877]",-3.30948059202468,-2.49966191201858,-3.31143889439871
"eta[3878]",-2.8045955150234,-2.02784113620092,-0.677912937099644
"eta[3879]",-5.82159154667072,-3.13230542618285,-5.19300137222891
"eta[3880]",-9.80891270346354,-2.8269935845825,-4.64117747310884
"eta[3881]",-2.23660213441114,-1.3440604060625,-0.556135643299178
"eta[3882]",-2.62501141358332,-2.34706828718597,-1.95030630178798
"eta[3883]",-0.416184061110177,-2.89368940559228,-1.32631891646437
"eta[3884]",-4.96638139811168,-2.90002382759475,-3.74121262878038
"eta[3885]",-2.04692595413239,-2.69431938757234,-2.12995983706863
"eta[3886]",-4.2283480894901,-2.86916623417425,-3.75080402925433
"eta[3887]",-1.30754945644168,-2.78055168325833,-3.35461351798849
"eta[3888]",-5.65232354613446,-3.28765553513661,-1.63912841975223
"eta[3889]",-9.72119688337754,-3.49821402142404,-5.19925179168179
"eta[3890]",-12.3711268024354,-3.1550499253164,-4.68341336455668
"eta[3891]",-2.51016711441033,-2.06159734092982,-1.77102919642085
"eta[3892]",-0.452935458577745,-2.1829272305552,-2.45760192376641
"eta[3893]",-0.610586872424883,-1.8092679415384,-0.266022847587831
"eta[3894]",-1.97193465535161,-2.68409608310587,-4.47085726703595
"eta[3895]",-1.65234757147718,-2.53291139510609,-2.26140982630592
"eta[3896]",-2.27464536494272,-2.60485999098662,-4.68393440444093
"eta[3897]",-1.5255996361912,-2.55074071526924,-3.92196213553098
"eta[3898]",-0.804447841645075,-3.0497378952601,-1.9835910162589
"eta[3899]",-5.76755553176816,-3.221941875322,-6.19458702198752
"eta[3900]",-6.91050290242541,-2.90883392228856,-5.5165251502732
"eta[3901]",-2.22675527349421,-2.79013970101622,-1.74960128983162
"eta[3902]",-2.79816523742602,-3.00659664764701,-2.35629116557714
"eta[3903]",-0.460507000382194,-3.65196675553239,-1.23492742603251
"eta[3904]",-6.86908330083831,-3.57091223582331,-4.29363045075249
"eta[3905]",-2.00815201136686,-3.26067645182898,-2.24138975806924
"eta[3906]",-4.96494415906215,-3.6386305007904,-4.45879762744743
"eta[3907]",-2.45314690438514,-3.44825903224224,-3.82166141304665
"eta[3908]",-5.99699996653526,-4.08201822798212,-1.92518383612309
"eta[3909]",-14.2383562141557,-4.31631737092797,-5.97890794555423
"eta[3910]",-16.9495854956458,-3.89969099432974,-5.3668263639106
"eta[3911]",-1.48553468251475,-2.78128267401122,-1.73008770355146
"eta[3912]",-3.58288182329653,-2.99345053040241,-2.35940777715537
"eta[3913]",-0.0152950104550005,-3.65326022181983,-1.2368649583064
"eta[3914]",-3.35683732907614,-3.52914119635536,-4.28562990702915
"eta[3915]",-1.29111331807377,-3.25824019645732,-2.24492101341601
"eta[3916]",-4.01089955944051,-3.65200216028137,-4.4326313536919
"eta[3917]",-1.78497858846468,-3.47387185556261,-3.76649036709748
"eta[3918]",-4.90078246145317,-4.14081820236506,-1.91564716981316
"eta[3919]",-9.04453438038609,-4.38918069514059,-5.91584975157893
"eta[3920]",-12.3648595148097,-3.91302560906284,-5.30128573552253
"eta[3921]",-2.6182348186605,-2.07604353007823,-1.77219555618576
"eta[3922]",-2.87339621650179,-2.16454663674699,-2.41179463234229
"eta[3923]",-0.461455903768233,-1.77670122291509,-0.314131586133975
"eta[3924]",-5.08871666985153,-2.70614203575135,-4.3771120666007
"eta[3925]",-0.616392934357623,-2.51305387486991,-2.2824401060276
"eta[3926]",-4.61124144288857,-2.65791520379499,-4.53752636393934
"eta[3927]",-3.07900969286429,-2.57700395097753,-3.89616596580374
"eta[3928]",-4.56966058086052,-3.05388694007965,-1.98030610615918
"eta[3929]",-9.88156975630087,-3.22140504239658,-6.0797342279184
"eta[3930]",-12.5686217782154,-2.94940576912205,-5.42497889970956
"eta[3931]",-1.2639215003794,-2.16941841029565,-1.63234576401925
"eta[3932]",-2.22388945391803,-2.31043360067016,-2.17213897730896
"eta[3933]",-2.3212637179159,-2.85407294622507,-1.26145970723392
"eta[3934]",-3.88665011831114,-2.80653401277363,-3.97761365765149
"eta[3935]",-1.4850390071578,-1.71671014133142,-1.17289883225744
"eta[3936]",-4.6314748318784,-2.82198078073795,-4.08842077786799
"eta[3937]",-1.50076943165764,-2.71623099793622,-3.5535380176339
"eta[3938]",-3.18859990575591,-3.22289314812173,-1.77224244777554
"eta[3939]",-5.09507750030324,-3.41300578427853,-5.61549637513354
"eta[3940]",-7.60723346451374,-3.07912175432977,-4.99763313623286
"eta[3941]",-0.852445918067472,-2.11369490663285,-1.30794600482344
"eta[3942]",-0.0167320531589803,-2.26180608716582,-1.64953393778389
"eta[3943]",-0.882502455878157,-2.79802922770081,-1.36059085002368
"eta[3944]",-0.7056779851892,-1.88259719764322,-2.04614816119745
"eta[3945]",-1.3206315908448,-2.53942929253199,-2.00838842980628
"eta[3946]",-2.16765790464269,-2.73791515038002,-3.066789904251
"eta[3947]",-0.701677876390248,-2.6469865426065,-2.84265682944793
"eta[3948]",-1.07664853861803,-3.14182846378646,-1.37001211047346
"eta[3949]",0.887440604233817,-3.26347757142445,-4.38708067692803
"eta[3950]",-1.32814530861675,-3.03651181071671,-3.88348411545693
"eta[3951]",-0.616892147369793,-2.78780819554078,-1.75870824228768
"eta[3952]",-1.52515479329046,-2.95940013069736,-2.32461360285633
"eta[3953]",-1.75132321577937,-3.60882812718156,-1.29330760768388
"eta[3954]",-2.42429558226303,-3.53855918916295,-4.31250370432668
"eta[3955]",-2.65787694269343,-3.26607507386713,-2.20692528465505
"eta[3956]",-1.44664686123776,-3.62375139403878,-4.46788733651202
"eta[3957]",-2.20789190264407,-3.42156192659279,-3.75168875994701
"eta[3958]",0.22418038679782,-4.10372880558811,-1.90284626941522
"eta[3959]",-4.04154154969875,-4.33487585974277,-5.90431650822192
"eta[3960]",-4.32288587374795,-3.889675504208,-5.30149869487024
"eta[3961]",-2.47568685160147,-2.76106528676211,-1.73207132519389
"eta[3962]",-2.32254112382344,-3.03872335626113,-2.29994179720194
"eta[3963]",0.362116060512998,-3.68654079284795,-1.27372063587331
"eta[3964]",-5.33055290321225,-3.52619142496655,-4.29179943024982
"eta[3965]",-2.15635030342318,-3.28234623806986,-2.23831654177078
"eta[3966]",-3.99911379473177,-3.64565372871857,-4.39476683044153
"eta[3967]",-1.31890872020017,-3.46409622853134,-3.75584940289619
"eta[3968]",-3.94844648758295,-4.14396999420417,-1.9198256804747
"eta[3969]",-10.2431089319182,-4.39427512052737,-5.95670586170674
"eta[3970]",-13.5500909326694,-3.91910219989948,-5.31446657497307
"eta[3971]",2.47489549777817,0.730000351585069,0.819346480415346
"eta[3972]",1.06432905780254,1.01770388516486,1.18351819970454
"eta[3973]",0.119195821859943,-0.102035525962513,-1.68644844710389
"eta[3974]",1.96830147639006,0.545328811038505,0.717398356260563
"eta[3975]",-1.25030831311511,-0.34509946790497,-1.32205533787442
"eta[3976]",0.896019619949519,0.977474342555266,1.62642859866642
"eta[3977]",1.07559093252871,-0.128689158122132,-0.380410922165963
"eta[3978]",4.56968933193783,0.714174356231414,1.00555936816062
"eta[3979]",3.62027694221636,0.772190155337449,0.545294644484937
"eta[3980]",6.52984504571562,0.668562833595717,0.860846719728466
"eta[3981]",-4.35137494205468,-1.19219855944976,-1.45974240980596
"eta[3982]",-1.96961906461052,-1.21226896453235,-1.91406124083514
"eta[3983]",0.562973354988006,-0.676656997528433,-0.417458909580001
"eta[3984]",-4.60519595464796,-1.66242933146727,-3.59247816494934
"eta[3985]",1.234284982263,-0.725927120360936,-1.15735873788084
"eta[3986]",-4.72891265449752,-1.43198925539972,-3.60900294140525
"eta[3987]",-0.791917818641169,-1.5090519960522,-3.2033532823859
"eta[3988]",-1.5508068404118,-0.920098109475269,-0.625395856891266
"eta[3989]",-6.32508056024866,-1.86321168881568,-4.99560617694894
"eta[3990]",-10.5565395962938,-1.7217488982371,-4.45927980072169
"eta[3991]",-3.18439843285308,-1.60987197789848,-1.47715730099984
"eta[3992]",-0.194198619773257,-0.82156133930806,-0.931466453720708
"eta[3993]",0.100541570895986,-1.22663489087577,-0.409704199016092
"eta[3994]",-5.03829984727431,-2.21026820419605,-3.67031596260777
"eta[3995]",-0.0191128958499526,-2.02617290890606,-2.07036911314614
"eta[3996]",-3.24111843802518,-2.02708463967968,-3.55555415625355
"eta[3997]",-2.63333593990455,-2.0279914211802,-3.24365525634574
"eta[3998]",-3.10573674588161,-2.39785126833899,-1.5899324263318
"eta[3999]",-7.15395540795475,-2.53423264656083,-5.0638729841946
"eta[4000]",-9.70228513939542,-2.3097298389438,-4.48761830392829
"eta[4001]",-1.55159026629313,-0.849665864679795,-0.626722050383441
"eta[4002]",-1.99017920282485,-1.76292649904937,-2.10145460735842
"eta[4003]",-1.24963087589476,-1.31453202245968,-0.365347763913845
"eta[4004]",-2.79827975514396,-2.2288366444093,-4.00695086026105
"eta[4005]",-2.99111689578185,-2.12875726719858,-2.20504630811295
"eta[4006]",-3.64262809445333,-2.16437368294224,-4.01640035798083
"eta[4007]",-1.59190735281955,-2.12175908746254,-3.56810754263506
"eta[4008]",-0.179887857491797,-2.53288238816389,-1.73041323259176
"eta[4009]",-4.43292334241913,-2.64868554000002,-5.44518441945392
"eta[4010]",-7.56387316488306,-2.41263631726763,-4.93539996625734
"eta[4011]",-1.34106834511942,-1.63848645209681,-1.49620197643692
"eta[4012]",-2.4284510635569,-0.811040732376346,-0.978992048958665
"eta[4013]",-0.0229038759938508,-1.21652722897537,-0.379488592429685
"eta[4014]",-3.94090269863868,-2.13742952280476,-3.65639352206833
"eta[4015]",0.0119381540351009,-2.00788534123562,-2.10849207517415
"eta[4016]",-4.03235396957798,-1.99273999951661,-3.65059211552267
"eta[4017]",-0.760763362601118,-2.06473637470487,-3.23489270999279
"eta[4018]",-0.189652153401504,-2.42652556372741,-1.65901539419128
"eta[4019]",-6.65000083552395,-2.53213540046867,-5.03779719054326
"eta[4020]",-6.56644757466026,-2.3171480267639,-4.49617397817725
"eta[4021]",-1.1337375712112,-0.76659099415938,-0.434421098165726
"eta[4022]",-1.72637083338222,-1.65152033066135,-1.73296241558407
"eta[4023]",-0.454175001743214,-2.11624182047788,-1.35201003469998
"eta[4024]",-1.36917888664335,-2.12862964525205,-3.35653032483722
"eta[4025]",-1.46407935036487,-2.07425344212952,-2.04287394814842
"eta[4026]",-2.51840841001892,-2.02911899274821,-3.131144815242
"eta[4027]",-3.02818521414578,-2.05390029705252,-2.93216501737759
"eta[4028]",-0.308446730684681,-1.54583432525979,-0.502743990545929
"eta[4029]",-1.90799955627642,-2.54583996109317,-4.53180198423536
"eta[4030]",-2.17817957330574,-2.3279401111429,-4.02282179976456
"eta[4031]",-0.865368505206762,-0.167173550801733,0.212367616119963
"eta[4032]",-1.26199403671709,-0.0924269044805817,0.252697381312529
"eta[4033]",-3.40743503266529,-1.26463846984116,-1.5265990936782
"eta[4034]",-1.38483481736344,-0.484835816235364,-0.756257708406415
"eta[4035]",0.427260873876503,-1.31087239338346,-1.68405654555362
"eta[4036]",-2.3610972959455,-0.308663837959969,-0.219593802980083
"eta[4037]",-1.84053203042649,-1.22430714062653,-1.56849367597411
"eta[4038]",-0.965306309838508,-1.48619803118472,-0.634981386936442
"eta[4039]",-4.53512786115894,-1.54284760896382,-2.32359785075944
"eta[4040]",-4.45080883250954,-1.43877945104209,-1.91577735244974
"eta[4041]",-2.75337444317307,-2.1095288540731,-1.79083328134966
"eta[4042]",-2.71389808272125,-2.16315127132056,-2.41892228116929
"eta[4043]",-2.01232254811387,-1.81224295654121,-0.327027581406562
"eta[4044]",-3.39328435115207,-2.69986889212253,-4.45900120956442
"eta[4045]",-2.17510631082077,-2.52213134094503,-2.28693612180264
"eta[4046]",-2.91639446299063,-2.65193826485039,-4.57574757131048
"eta[4047]",-3.181614561542,-2.59283367168457,-3.91738370311075
"eta[4048]",-2.00160248197306,-3.08503443699642,-1.97256948208409
"eta[4049]",-5.59332925177476,-3.26096338296636,-6.13282660648921
"eta[4050]",-6.92227868149758,-2.93651097981492,-5.45976250158316
"eta[4051]",0.433669828781367,-2.14342685160253,-1.43322878127343
"eta[4052]",1.32493515831875,-1.38237830059629,-0.904789252468395
"eta[4053]",-2.26353922777084,-2.79636368182882,-1.30937075604542
"eta[4054]",-3.77417805488027,-2.75823172919499,-3.57035315264699
"eta[4055]",-1.28234336400643,-2.58465620879347,-2.10399327708128
"eta[4056]",-2.2935521320375,-2.70427538329032,-3.4746925194528
"eta[4057]",-2.87176712368934,-2.66583296639292,-3.1982879162577
"eta[4058]",-0.29241451980384,-3.19679383639379,-1.56979186709604
"eta[4059]",-0.809620957368898,-3.35956867419251,-4.88043744875084
"eta[4060]",-0.498105981975548,-3.03417800181672,-4.37416680498375
"eta[4061]",-0.56548298629047,-0.893364894294394,-0.661757653989609
"eta[4062]",-0.00444381444140496,0.0454456703959543,0.196883276172118
"eta[4063]",-3.03385797913449,-1.09929214112983,-1.4997963664424
"eta[4064]",-2.57532878211885,-1.23573177010907,-1.66601051954105
"eta[4065]",-1.13816176677277,-1.17686154004478,-1.67167114396854
"eta[4066]",-2.45700349518677,-0.0930596852064722,-0.240191896133279
"eta[4067]",1.02263375451338,-0.214455090294382,-0.630909177807384
"eta[4068]",-1.04219850061458,-0.438492769950102,0.222684526060358
"eta[4069]",-4.02814513463052,-1.29643476474844,-2.35329149569378
"eta[4070]",-4.15637864300083,-1.21669034957463,-1.99345141778366
"eta[4071]",-1.10315871959718,-2.76460275388816,-1.70445316231189
"eta[4072]",-1.44488482247511,-2.97014990783315,-2.33738858023741
"eta[4073]",-0.0759202593409478,-3.59563930338021,-1.24884769184695
"eta[4074]",-1.46157390655352,-3.52311408919765,-4.28916135763569
"eta[4075]",-0.0160929282425778,-3.22743823215666,-2.27169712497989
"eta[4076]",-3.84274555943807,-3.63470372854206,-4.36445361485897
"eta[4077]",-2.02255324683972,-3.44416659720454,-3.79387877992164
"eta[4078]",-2.9939981869229,-4.07158408690604,-1.93198386492025
"eta[4079]",-4.79589787427379,-4.30688286357074,-5.92060291459033
"eta[4080]",-4.19023419859006,-3.81696078696332,-5.34782203563896
"eta[4081]",-2.52053461536693,-2.1758535862599,-1.63695493863211
"eta[4082]",-2.13206603248257,-2.28665829070006,-2.20737246350622
"eta[4083]",-2.29866086479193,-2.80180878104266,-1.2899296625026
"eta[4084]",-3.82780831974178,-2.81199922471788,-3.96807134432762
"eta[4085]",0.658715816892623,-1.71359081006421,-1.19960679491997
"eta[4086]",-4.15062408323616,-2.77487718633953,-4.03134491869265
"eta[4087]",-1.37443241858432,-2.67606387526643,-3.55866103289778
"eta[4088]",-3.27325206472689,-3.18823414383689,-1.75160644363661
"eta[4089]",-8.98992199713111,-3.3834102941983,-5.57929436056503
"eta[4090]",-7.18008075838485,-3.05487304015448,-4.97100947638164
"eta[4091]",1.02009225648386,0.197198417348624,0.385750322386994
"eta[4092]",1.90576869374962,0.361323842236143,0.494792829047011
"eta[4093]",1.47328067234718,-0.726318757933545,-1.54161562109068
"eta[4094]",-2.81431438814468,-0.924794914095837,-1.25091958969843
"eta[4095]",-1.30369475798856,-0.869035527328021,-1.56347992030595
"eta[4096]",-1.38128290458649,-0.598894901815684,-0.602055130737427
"eta[4097]",-1.57088934236799,-0.768945407046349,-1.21350582590811
"eta[4098]",2.7255965885257,-0.0526454390639147,0.461567388739587
"eta[4099]",1.20952021882029,-0.0345755673372555,-0.681850483366311
"eta[4100]",0.396485116038201,-0.0263824906090347,-0.38943691614383
"eta[4101]",0.786083286091315,-0.458156764423727,-0.334926546892773
"eta[4102]",-1.58490400561421,-1.27286026298134,-1.57518101772608
"eta[4103]",-1.19687435890599,-1.68082661342799,-1.36449963341503
"eta[4104]",-2.6915776911467,-1.73646818656054,-3.05850579110844
"eta[4105]",-0.479105398385308,-0.807844073127767,-1.02108832303073
"eta[4106]",-2.99039321519823,-1.55555570207137,-2.86375152514048
"eta[4107]",-1.46222606250226,-1.60197604409205,-2.75969912093511
"eta[4108]",-0.0340383290172324,-1.03134403814148,-0.416782817904921
"eta[4109]",-3.78618639056718,-1.98469977092987,-4.28212110434902
"eta[4110]",-6.13833457886755,-1.84429691581898,-3.76208849202773
"eta[4111]",-1.95439234464291,-2.07213283083737,-1.78249252962143
"eta[4112]",-3.16962626692058,-2.17306277298169,-2.42275920015214
"eta[4113]",0.419220831710569,-1.77879653319673,-0.34489622638509
"eta[4114]",-4.82504700429005,-2.6620367258227,-4.41867846437038
"eta[4115]",-1.02498568810393,-2.49856861344089,-2.31877875905661
"eta[4116]",-4.82765951737704,-2.63373709209438,-4.57878742167878
"eta[4117]",-2.71810813423688,-2.5808112514669,-3.8895571011085
"eta[4118]",-2.40131733511106,-3.07468720934988,-1.97576562444231
"eta[4119]",-7.36687465464065,-3.18850525683069,-6.12564513045224
"eta[4120]",-10.0776516142579,-2.92012034529154,-5.51046185921334
"eta[4121]",-2.41216698393636,-2.72543446864413,-1.75451253853168
"eta[4122]",-0.0489150069375992,-2.98415371915688,-2.35472910319773
"eta[4123]",-0.211604577139013,-3.63690979211515,-1.23810352942841
"eta[4124]",-3.20089030199938,-3.49813415793833,-4.32307957609981
"eta[4125]",0.824345747378181,-3.28629142126405,-2.29306595174666
"eta[4126]",-2.13160873847522,-3.61795992274021,-4.43118175873037
"eta[4127]",-1.04363624079093,-3.41404178563829,-3.83757211918794
"eta[4128]",-2.03307493731362,-4.1056268458568,-1.92917106613162
"eta[4129]",-5.20675787662596,-4.28684386990179,-5.96295639690908
"eta[4130]",-7.45928561340574,-3.88652009666601,-5.38652342601339
"eta[4131]",0.744280081234117,-1.3879826221231,-0.546771438495819
"eta[4132]",-0.306144845460069,-2.38154431894133,-2.04401008041132
