"","simulated eta","2PL eta","RanItem eta"
"eta[19937]",-2.698481,-2.978682,-3.087076
"eta[19938]",-7.147842,-3.552016,-5.485972
"eta[19939]",-6.967442,-3.740574,-6.377665
"eta[19940]",-4.04064,-3.393057,-6.333484
"eta[19941]",-2.45699,-1.79988,-2.65678
"eta[19942]",0.4479939,-1.046989,0.5526348
"eta[19943]",-1.766516,-2.410982,-2.747384
"eta[19944]",-2.359805,-1.515626,-1.667044
"eta[19945]",-4.010913,-2.254712,-4.719832
"eta[19946]",-2.385219,-2.404166,-4.099395
"eta[19947]",-1.085682,-2.360358,-2.671491
"eta[19948]",-3.102535,-2.756633,-4.372809
"eta[19949]",-4.251089,-2.902499,-5.397002
"eta[19950]",-0.9536169,-2.597132,-5.112561
"eta[19951]",-2.15114,-1.389057,-2.428864
"eta[19952]",0.3105875,-0.5242771,0.4580339
"eta[19953]",-1.323377,-0.9031069,-1.418848
"eta[19954]",-1.881368,-1.875974,-2.373468
"eta[19955]",-3.490981,-1.724471,-4.150425
"eta[19956]",-5.337878,-1.68356,-3.699343
"eta[19957]",-1.321021,-0.8557929,-1.50841
"eta[19958]",-3.529177,-2.06135,-3.841917
"eta[19959]",-4.483775,-2.161288,-4.819374
"eta[19960]",-3.739697,-1.964951,-4.549182
"eta[19961]",-6.30104,-2.379838,-3.211995
"eta[19962]",0.6723583,-1.654408,0.6565032
"eta[19963]",-4.820432,-3.115486,-3.409108
"eta[19964]",-7.23379,-3.046818,-3.398642
"eta[19965]",-8.893305,-2.874022,-5.926833
"eta[19966]",-10.75546,-3.079932,-4.891753
"eta[19967]",-5.084612,-2.961043,-3.110414
"eta[19968]",-9.224831,-3.527601,-5.612897
"eta[19969]",-9.861936,-3.734228,-6.457681
"eta[19970]",-5.865459,-3.424596,-6.39238
"eta[19971]",1.558128,0.2576575,0.07769352
"eta[19972]",-1.35052,-0.4097629,-0.7552504
"eta[19973]",2.84913,0.1514436,0.552698
"eta[19974]",0.197017,0.005462874,0.461128
"eta[19975]",-0.09670902,0.03748197,0.02213726
"eta[19976]",1.700949,-0.4400897,-1.386181
"eta[19977]",-0.02662195,-0.6369547,-1.298983
"eta[19978]",1.811868,0.07348435,0.289102
"eta[19979]",-0.1831023,-0.8308715,-1.693984
"eta[19980]",1.681745,0.0765658,-0.005868654
"eta[19981]",-3.608777,-3.097149,-3.08244
"eta[19982]",0.5693911,-3.424397,-0.2179651
"eta[19983]",-6.084244,-4.072453,-3.264652
"eta[19984]",-3.293759,-3.948804,-3.278544
"eta[19985]",-7.443153,-3.683552,-5.619127
"eta[19986]",-8.625606,-4.12002,-4.744069
"eta[19987]",-3.380652,-3.931335,-3.037147
"eta[19988]",-6.226293,-4.621715,-5.346845
"eta[19989]",-7.324653,-4.866868,-6.206011
"eta[19990]",-5.144747,-4.363513,-6.114908
"eta[19991]",-6.856711,-2.324556,-3.231557
"eta[19992]",0.3913655,-1.598829,0.6990855
"eta[19993]",-4.82248,-3.07735,-3.438158
"eta[19994]",-4.953073,-3.028206,-3.390799
"eta[19995]",-8.384648,-2.823406,-5.850254
"eta[19996]",-7.698165,-3.067785,-4.88607
"eta[19997]",-3.965589,-2.934402,-3.142953
"eta[19998]",-6.224112,-3.497456,-5.553501
"eta[19999]",-7.679399,-3.715276,-6.418042
"eta[20000]",-3.919696,-3.347759,-6.351143
"eta[20001]",-3.283282,-2.372964,-3.265755
"eta[20002]",0.2260723,-1.583115,0.6749322
"eta[20003]",-5.199419,-3.096646,-3.465038
"eta[20004]",-2.40801,-3.028409,-3.442802
"eta[20005]",-7.903161,-2.801402,-5.963973
"eta[20006]",-4.159063,-3.063635,-4.934414
"eta[20007]",-2.097474,-2.992225,-3.112016
"eta[20008]",-5.941531,-3.498904,-5.645729
"eta[20009]",-6.847182,-3.726997,-6.473766
"eta[20010]",-5.159046,-3.326379,-6.42965
"eta[20011]",-2.39552,-2.370004,-3.263791
"eta[20012]",-0.3568249,-1.612693,0.6932233
"eta[20013]",-3.230362,-3.138054,-3.445855
"eta[20014]",-5.0677,-3.024769,-3.43097
"eta[20015]",-9.677971,-2.849276,-5.910449
"eta[20016]",-8.739366,-3.07935,-4.913073
"eta[20017]",-1.91333,-2.956127,-3.066033
"eta[20018]",-6.96332,-3.557717,-5.56152
"eta[20019]",-8.353495,-3.735614,-6.487229
"eta[20020]",-6.043767,-3.336372,-6.408803
"eta[20021]",-1.770244,-1.590975,-1.682417
"eta[20022]",-1.610678,-2.655217,-0.3646049
"eta[20023]",-3.036354,-3.229657,-2.706876
"eta[20024]",-2.144864,-3.214634,-2.747754
"eta[20025]",-4.994759,-2.961852,-4.715502
"eta[20026]",-3.974557,-3.258659,-4.108109
"eta[20027]",-4.298593,-3.119522,-2.713081
"eta[20028]",-3.322848,-3.685808,-4.48831
"eta[20029]",-4.691415,-3.856016,-5.372578
"eta[20030]",-1.713545,-3.539228,-5.183819
"eta[20031]",-2.074241,-1.583177,-1.647423
"eta[20032]",-0.6468425,-2.671135,-0.322526
"eta[20033]",-2.388969,-3.300504,-2.766381
"eta[20034]",-2.863686,-3.206223,-2.711482
"eta[20035]",-6.728529,-3.000396,-4.762237
"eta[20036]",-4.487601,-3.253702,-4.091925
"eta[20037]",-4.138951,-3.066178,-2.736681
"eta[20038]",-5.751671,-3.692348,-4.456033
"eta[20039]",-6.995584,-3.899696,-5.358785
"eta[20040]",-5.222543,-3.489914,-5.159785
"eta[20041]",-3.548316,-2.375639,-3.238492
"eta[20042]",0.7093111,-1.663396,0.7073406
"eta[20043]",-5.973282,-3.123784,-3.44273
"eta[20044]",-5.781831,-3.10816,-3.438825
"eta[20045]",-7.373509,-2.857876,-5.921236
"eta[20046]",-6.612006,-3.104775,-4.916987
"eta[20047]",-3.41036,-2.951738,-3.096868
"eta[20048]",-6.875308,-3.540874,-5.61649
"eta[20049]",-6.857481,-3.76625,-6.507949
"eta[20050]",-7.326023,-3.383443,-6.445395
"eta[20051]",-1.706933,-3.043919,-3.197278
"eta[20052]",-1.933329,-3.395882,-0.2278915
"eta[20053]",-2.179375,-4.028218,-3.368258
"eta[20054]",-2.739174,-3.928116,-3.340445
"eta[20055]",-3.523084,-3.605882,-5.715285
"eta[20056]",-6.046155,-4.053403,-4.848195
"eta[20057]",-1.841501,-3.840249,-3.008121
"eta[20058]",-3.888797,-4.593521,-5.433747
"eta[20059]",-4.626526,-4.846719,-6.321441
"eta[20060]",-1.895126,-4.3282,-6.237137
"eta[20061]",-3.227199,-2.334552,-2.581689
"eta[20062]",-0.2154781,-2.45433,-0.3888168
"eta[20063]",-1.831845,-2.099059,-1.547172
"eta[20064]",-4.637505,-3.006174,-2.622729
"eta[20065]",-7.244789,-2.766627,-4.470037
"eta[20066]",-6.346498,-3.03773,-3.914897
"eta[20067]",-1.59013,-2.882355,-2.607439
"eta[20068]",-5.917962,-3.428142,-4.172969
"eta[20069]",-4.057966,-3.612199,-5.19278
"eta[20070]",-5.522559,-3.307989,-4.869883
"eta[20071]",-4.25681,-3.086592,-3.151883
"eta[20072]",0.1219833,-3.367016,-0.2053229
"eta[20073]",-4.431064,-4.073472,-3.312076
"eta[20074]",-6.554886,-3.95055,-3.281145
"eta[20075]",-7.702046,-3.626138,-5.627988
"eta[20076]",-8.132538,-4.144047,-4.737175
"eta[20077]",-2.82059,-3.87559,-3.044833
"eta[20078]",-4.918501,-4.60551,-5.329704
"eta[20079]",-6.987915,-4.891538,-6.19447
"eta[20080]",-3.258502,-4.334408,-6.205186
"eta[20081]",-3.312233,-3.102548,-3.122978
"eta[20082]",-0.4500318,-3.394154,-0.2587407
"eta[20083]",-5.414588,-4.077999,-3.273157
"eta[20084]",-5.605256,-3.929982,-3.282516
"eta[20085]",-8.588141,-3.648244,-5.676126
"eta[20086]",-6.41777,-4.093523,-4.723836
"eta[20087]",-2.994881,-3.883195,-3.067676
"eta[20088]",-6.870566,-4.602978,-5.372751
"eta[20089]",-7.440275,-4.868084,-6.244742
"eta[20090]",-5.834545,-4.367297,-6.141337
"eta[20091]",-1.166638,-1.003139,-1.73796
"eta[20092]",0.4610796,-0.09274697,0.3477363
"eta[20093]",-0.7221864,-0.4596036,-0.5723712
"eta[20094]",-1.379769,-0.5552951,-0.6113549
"eta[20095]",-3.295393,-1.333588,-2.761629
"eta[20096]",-3.664994,-1.172744,-2.697485
"eta[20097]",-0.4138651,-1.22972,-1.972488
"eta[20098]",-2.199359,-0.6107935,-1.342601
"eta[20099]",-2.637335,-1.55949,-3.51219
"eta[20100]",-2.023829,-1.463383,-2.988833
"eta[20101]",-4.169509,-2.270573,-2.568813
"eta[20102]",0.6989131,-2.465087,-0.3230154
"eta[20103]",-4.079524,-2.06215,-1.563035
"eta[20104]",-4.364349,-2.968542,-2.604965
"eta[20105]",-8.314138,-2.782021,-4.500507
"eta[20106]",-6.536178,-2.960613,-3.860048
"eta[20107]",-2.520702,-2.874693,-2.572965
"eta[20108]",-5.022491,-3.387925,-4.23057
"eta[20109]",-6.205314,-3.609698,-5.161447
"eta[20110]",-3.973035,-3.265493,-4.849269
"eta[20111]",-5.121062,-2.403484,-3.235228
"eta[20112]",-0.8374399,-1.624853,0.6978858
"eta[20113]",-5.354678,-3.116917,-3.408333
"eta[20114]",-5.143088,-3.094048,-3.396743
"eta[20115]",-10.57666,-2.866298,-5.901177
"eta[20116]",-10.26715,-3.097399,-4.890525
"eta[20117]",-3.481363,-2.957119,-3.107625
"eta[20118]",-6.352627,-3.53159,-5.593252
"eta[20119]",-9.259704,-3.750071,-6.499235
"eta[20120]",-5.109942,-3.378799,-6.336482
"eta[20121]",-4.7629,-2.338536,-3.248623
"eta[20122]",0.121078,-1.636429,0.6608285
"eta[20123]",-4.910742,-3.092853,-3.388958
"eta[20124]",-5.460289,-3.018676,-3.42477
"eta[20125]",-7.416635,-2.840416,-5.917347
"eta[20126]",-6.456209,-3.042917,-4.877234
"eta[20127]",-2.194566,-2.906222,-3.095865
"eta[20128]",-6.066357,-3.482299,-5.564535
"eta[20129]",-7.289892,-3.696289,-6.450577
"eta[20130]",-7.453931,-3.345934,-6.399651
"eta[20131]",-3.864352,-3.147541,-3.103915
"eta[20132]",-0.004464997,-3.424622,-0.2229918
"eta[20133]",-2.265512,-4.112829,-3.255022
"eta[20134]",-3.279356,-3.964867,-3.261096
"eta[20135]",-5.701069,-3.668888,-5.608711
"eta[20136]",-5.319617,-4.190186,-4.692519
"eta[20137]",-3.143774,-3.926054,-2.987758
"eta[20138]",-4.670232,-4.695798,-5.28332
"eta[20139]",-3.486948,-4.953865,-6.145802
"eta[20140]",-3.272953,-4.411734,-6.085949
"eta[20141]",-3.994493,-2.430533,-3.258467
"eta[20142]",0.5141169,-1.669392,0.7066003
"eta[20143]",-4.384133,-3.156432,-3.429718
"eta[20144]",-5.851299,-3.136562,-3.381076
"eta[20145]",-6.58318,-2.867017,-5.8422
"eta[20146]",-4.623756,-3.177947,-4.918201
"eta[20147]",-3.517332,-3.046308,-3.090789
"eta[20148]",-4.272894,-3.624756,-5.567617
"eta[20149]",-6.495325,-3.831154,-6.461776
"eta[20150]",-3.223574,-3.412163,-6.37726
"eta[20151]",-3.970763,-3.0958,-3.09817
"eta[20152]",-3.79383,-3.425906,-0.2489772
"eta[20153]",-5.111481,-4.106908,-3.287618
"eta[20154]",-3.931569,-3.969704,-3.314592
"eta[20155]",-8.153878,-3.623227,-5.646113
"eta[20156]",-7.040241,-4.182681,-4.75608
"eta[20157]",-1.93464,-3.935598,-2.987393
"eta[20158]",-5.14863,-4.642455,-5.326437
"eta[20159]",-7.381114,-4.877819,-6.199146
"eta[20160]",-3.234186,-4.406416,-6.090812
"eta[20161]",-0.4874591,-0.3916949,-0.4334197
"eta[20162]",-1.106971,0.6776933,1.174494
"eta[20163]",-1.007917,-0.4169234,-0.5915794
"eta[20164]",0.1379609,-0.5862786,-0.5332559
"eta[20165]",0.7560016,-0.6201373,-1.72205
"eta[20166]",0.6048691,-0.2064524,0.7627739
"eta[20167]",-1.545604,0.3676203,0.2354478
"eta[20168]",-1.77318,0.3417744,0.2231053
"eta[20169]",-0.2785382,0.3225209,0.8721117
"eta[20170]",-0.2363879,0.3447627,2.094222
"eta[20171]",0.3561855,0.3951626,0.2115854
"eta[20172]",-0.04438501,0.550532,0.7951953
"eta[20173]",-0.08351748,0.3020962,0.09434458
"eta[20174]",-0.800449,-0.7085477,-0.7080624
"eta[20175]",-0.008979628,-0.7003076,-1.718165
"eta[20176]",3.197774,0.4296738,1.306823
"eta[20177]",-1.925474,-0.5561324,-1.251961
"eta[20178]",-0.703232,-0.6324292,-1.05228
"eta[20179]",-1.029904,-0.6718168,-0.5565292
"eta[20180]",0.4229454,0.1672865,1.36599
"eta[20181]",-1.238693,-1.250123,-1.292605
"eta[20182]",-2.738549,-0.3841939,-0.1807589
"eta[20183]",1.280956,-1.615181,-1.366435
"eta[20184]",-0.5682936,-1.725403,-1.105226
"eta[20185]",-1.982947,-1.633855,-1.795074
"eta[20186]",-1.944083,-1.535103,-0.6401102
"eta[20187]",-4.181157,-1.543905,-2.638007
"eta[20188]",-2.795666,-1.858825,-2.011666
"eta[20189]",-3.115598,-1.064158,-0.5974223
"eta[20190]",-4.036507,-1.770028,-1.422942
"eta[20191]",-0.5418103,-0.9501766,-0.9046467
"eta[20192]",0.6921937,-0.04922289,0.3926744
"eta[20193]",-0.7922005,-1.163511,-1.026743
"eta[20194]",-1.480912,-1.312239,-0.8752267
"eta[20195]",0.6536245,-1.223904,-1.748538
"eta[20196]",1.557867,-0.2104336,0.8825162
"eta[20197]",0.1795029,-1.20582,-1.765739
"eta[20198]",-1.421388,-1.383993,-1.429607
"eta[20199]",-1.433771,-1.419131,-0.9375279
"eta[20200]",-0.5540878,-0.5083133,0.6948459
"eta[20201]",-1.497674,-1.781686,-1.905943
"eta[20202]",0.3853059,-1.850925,-2.241198
"eta[20203]",-1.183878,-2.28948,-1.859615
"eta[20204]",-1.36072,-2.327329,-1.511641
"eta[20205]",0.6042587,-1.337383,-0.842444
"eta[20206]",-3.185378,-2.283153,-1.605414
"eta[20207]",-5.194447,-2.216753,-4.110451
"eta[20208]",-4.291565,-2.633615,-2.979848
"eta[20209]",-2.140091,-2.778219,-2.612405
"eta[20210]",-4.126793,-2.540022,-3.260983
"eta[20211]",-1.868003,-0.9534685,-1.20439
"eta[20212]",-0.7321527,-0.01868589,-0.06278409
"eta[20213]",-0.2625531,-1.227659,-1.278141
"eta[20214]",-1.411115,-0.4943981,-0.1636417
"eta[20215]",-1.737976,-1.236476,-1.796934
"eta[20216]",-0.708254,-1.0436,-0.4386431
"eta[20217]",-1.878088,-1.160186,-2.368164
"eta[20218]",-2.784959,-1.402196,-1.879394
"eta[20219]",-1.150742,-0.5896829,-0.4383629
"eta[20220]",-2.245916,-1.361948,-1.062468
"eta[20221]",-0.3573672,-1.776855,-1.695612
"eta[20222]",-2.241451,-1.799816,-1.898344
"eta[20223]",-0.8849589,-2.301346,-1.716621
"eta[20224]",-1.920477,-1.404192,-0.492897
"eta[20225]",-0.9625921,-2.142188,-1.80299
"eta[20226]",-0.01258375,-2.214281,-1.367093
"eta[20227]",-1.401723,-2.141385,-3.73796
"eta[20228]",-0.07688297,-2.578996,-2.734095
"eta[20229]",-0.6823019,-2.719545,-2.409772
"eta[20230]",-3.208023,-2.519334,-2.764636
"eta[20231]",-0.3255583,-0.9008774,-1.084233
"eta[20232]",-1.119952,-0.7931502,-0.8112906
"eta[20233]",-0.6884644,-1.083657,-1.154767
"eta[20234]",-0.8440186,-1.237607,-0.9714218
"eta[20235]",-1.434563,-1.188965,-1.729981
"eta[20236]",0.8147481,-0.116247,0.5894787
"eta[20237]",-1.166593,-1.053646,-2.185219
"eta[20238]",0.382204,-0.3940658,-0.73206
"eta[20239]",1.609244,-0.4330514,-0.2442573
"eta[20240]",-1.899697,-1.187908,-0.8539651
"eta[20241]",-1.839855,-1.30035,-1.444765
"eta[20242]",-1.323772,-1.250679,-1.384408
"eta[20243]",-1.002607,-1.634814,-1.523927
"eta[20244]",-0.8117634,-0.8533862,-0.3142293
"eta[20245]",-0.1249342,-1.639514,-1.816199
"eta[20246]",0.2532681,-0.6665105,0.03938024
"eta[20247]",-1.981025,-1.565224,-3.080195
"eta[20248]",-3.960843,-1.883804,-2.301051
"eta[20249]",-3.240032,-1.968852,-1.864773
"eta[20250]",-3.724101,-1.836993,-1.894782
"eta[20251]",-0.6586201,-0.9853509,-0.8990731
"eta[20252]",1.091065,-0.0467441,0.4287878
"eta[20253]",1.244257,-1.227041,-1.046046
"eta[20254]",-0.7196951,-1.32716,-0.8641546
"eta[20255]",-2.671334,-1.260398,-1.721747
"eta[20256]",2.160967,-0.1721387,0.9054285
"eta[20257]",-1.971781,-1.171719,-1.776413
"eta[20258]",-0.003948155,-1.395704,-1.457459
"eta[20259]",-1.596484,-1.464929,-0.9414669
"eta[20260]",1.309098,-0.529615,0.6636203
"eta[20261]",-0.4036629,-0.4937714,-0.8463533
"eta[20262]",-0.9360319,-0.3161647,-0.4117944
"eta[20263]",0.5391937,0.2627489,-0.05168858
"eta[20264]",-0.2528308,0.1093544,0.06731365
"eta[20265]",1.389055,0.100422,-0.8143733
"eta[20266]",0.9755104,-0.3870238,0.0359962
"eta[20267]",0.3121009,0.2813793,-0.6738359
"eta[20268]",-1.768423,-0.703539,-1.317572
"eta[20269]",0.04404506,-0.6886578,-0.8062882
"eta[20270]",-0.5996207,0.1422075,0.8748098
"eta[20271]",-0.1307246,0.982403,0.8514782
"eta[20272]",0.04570738,1.213746,1.903444
"eta[20273]",-0.9632567,0.1898667,-0.30424
"eta[20274]",0.1299034,0.01355466,-0.2358348
"eta[20275]",-1.829613,-0.0549103,-1.662732
"eta[20276]",1.079144,1.311204,2.395651
"eta[20277]",0.6241953,1.040702,1.100772
"eta[20278]",1.520271,1.069717,0.8332905
"eta[20279]",-0.1788864,1.103511,1.529925
"eta[20280]",0.3696751,0.9830297,3.372148
"eta[20281]",0.6562103,0.5552479,0.4881571
"eta[20282]",0.3203509,0.8065813,1.257617
"eta[20283]",1.315768,-0.2651266,-0.5975787
"eta[20284]",-0.3651118,0.3973256,0.3193368
"eta[20285]",-1.950373,-0.4727037,-1.747795
"eta[20286]",1.821886,0.8132117,1.711305
"eta[20287]",-1.095601,0.5181297,0.2051675
"eta[20288]",-1.230774,-0.3012356,-0.6683897
"eta[20289]",-0.4312691,-0.2831394,-0.1122036
"eta[20290]",-0.01609186,0.4987331,2.163326
"eta[20291]",1.126199,0.07700774,-0.07829026
"eta[20292]",-0.9580871,-0.6422728,-0.5983393
"eta[20293]",-2.277705,-0.9319037,-1.073536
"eta[20294]",0.8347725,-1.104794,-0.8833229
"eta[20295]",-1.342089,-0.2030597,-0.8548805
"eta[20296]",1.942683,0.02562851,0.7880579
"eta[20297]",-0.3452591,-0.9281401,-1.928288
"eta[20298]",-4.333586,-1.091768,-1.561306
"eta[20299]",-1.491281,-1.149881,-1.046219
"eta[20300]",-0.1401153,-0.2554573,0.4589222
"eta[20301]",-0.2638385,-0.937542,-1.201136
"eta[20302]",-0.3941093,-0.8085935,-1.014213
"eta[20303]",-2.585316,-1.204948,-1.259574
"eta[20304]",1.411147,-0.4316018,-0.1672462
"eta[20305]",-1.707303,-1.247972,-1.709223
"eta[20306]",-0.4784819,-0.2254146,0.4302154
"eta[20307]",-2.55818,-1.144153,-2.45836
"eta[20308]",-2.17269,-0.5093183,-0.9570136
"eta[20309]",-0.09808247,-1.389223,-1.412852
"eta[20310]",-3.841629,-1.290633,-1.150206
"eta[20311]",1.397901,0.1655724,-0.3532333
"eta[20312]",0.4523898,0.4751177,0.4844402
"eta[20313]",-0.9434336,1.183982,0.3761883
"eta[20314]",-0.7376858,0.06064431,-0.4287425
"eta[20315]",-2.327895,0.8842425,-0.7142792
"eta[20316]",2.538542,1.470807,1.959208
"eta[20317]",-0.6161558,1.158173,0.5003323
"eta[20318]",0.2888212,1.200896,0.4631808
"eta[20319]",0.8918159,1.232748,1.10775
"eta[20320]",0.7016293,1.103227,2.542529
"eta[20321]",0.8187597,0.9122391,0.5261035
"eta[20322]",0.3048227,1.200082,1.351495
"eta[20323]",0.5048566,1.020388,0.2563861
"eta[20324]",0.3907474,0.8241387,0.423993
"eta[20325]",-0.5388565,-0.08990319,-1.659612
"eta[20326]",1.621657,1.32492,1.830707
"eta[20327]",-2.618018,0.1867779,-0.601288
"eta[20328]",-0.3588947,0.1980736,-0.6101408
"eta[20329]",0.5351392,1.092267,0.8991235
"eta[20330]",1.946962,0.97683,2.306506
"eta[20331]",1.394019,0.3224621,0.1258598
"eta[20332]",0.3656801,0.4710135,0.6239958
"eta[20333]",0.1554377,0.1808674,-0.01518769
"eta[20334]",0.5132114,0.03090198,0.1334437
"eta[20335]",0.009731223,-0.8019996,-1.762122
"eta[20336]",1.843455,-0.4352673,0.202275
"eta[20337]",-1.179663,-0.6631962,-1.474806
"eta[20338]",1.355735,-0.7459696,-1.306207
"eta[20339]",-0.2869732,-0.7751974,-0.724959
"eta[20340]",-0.2419056,0.05331525,1.050745
"eta[20341]",0.3220726,0.439626,-0.1024368
"eta[20342]",2.407024,-0.2279382,-0.6105158
"eta[20343]",1.236247,0.398794,-0.1902417
"eta[20344]",0.02101678,0.1773236,-0.007637496
"eta[20345]",-1.169198,-0.6242324,-1.720553
"eta[20346]",0.6007308,-0.2555276,-0.07736544
"eta[20347]",-1.727563,-0.5118227,-1.887244
"eta[20348]",0.6597335,0.2811599,-0.5720394
"eta[20349]",2.088317,0.2679329,-0.1028522
"eta[20350]",0.2197858,-0.5785917,-0.4708582
"eta[20351]",-0.1381601,0.6899417,0.2473408
"eta[20352]",-2.031201,0.04717644,-0.02180582
"eta[20353]",0.0371234,-0.1019486,-0.762993
"eta[20354]",-1.026441,-0.3245782,-0.6819771
"eta[20355]",-0.389461,0.431021,-0.7613294
"eta[20356]",3.815782,0.9227736,1.470193
"eta[20357]",-0.4829712,-0.1761891,-1.046152
"eta[20358]",2.610342,0.6496999,0.01556427
"eta[20359]",0.7192507,0.6683255,0.5721451
"eta[20360]",1.602158,0.6184287,1.59018
"eta[20361]",0.5399246,-0.2421504,-0.3632054
"eta[20362]",0.5922984,-0.2033347,-0.1992087
"eta[20363]",0.7121741,-0.5035378,-0.4640068
"eta[20364]",-1.352175,-1.512854,-1.133489
"eta[20365]",0.4666863,-1.379551,-1.815549
"eta[20366]",-0.645339,-1.254486,-0.6073574
"eta[20367]",-2.311938,-1.326489,-2.644502
"eta[20368]",-2.367117,-1.586225,-2.030251
"eta[20369]",0.6208128,-1.62129,-1.601132
"eta[20370]",-1.46845,-1.493148,-1.342423
"eta[20371]",-2.35365,-1.041605,-1.221384
"eta[20372]",-1.285289,-0.08256387,-0.06208706
"eta[20373]",0.1370535,-1.292885,-1.269052
"eta[20374]",-2.297677,-0.5756613,-0.1407145
"eta[20375]",-1.4075,-1.326418,-1.780762
"eta[20376]",-0.5173276,-0.3120815,0.4166367
"eta[20377]",-5.794687,-1.236689,-2.453012
"eta[20378]",-2.551225,-1.488334,-1.923357
"eta[20379]",1.22985,-1.548903,-1.490612
"eta[20380]",-2.825374,-1.501126,-1.184537
"eta[20381]",-1.091724,-0.5185644,-0.4530803
"eta[20382]",-1.77429,-1.30804,-1.291976
"eta[20383]",-1.44722,-1.70055,-1.419558
"eta[20384]",-1.616938,-1.780982,-1.189703
"eta[20385]",-1.537346,-1.649138,-1.786522
"eta[20386]",-2.751915,-1.561778,-0.7752265
"eta[20387]",-3.969985,-1.627167,-2.886272
"eta[20388]",-4.559763,-1.904683,-2.179487
"eta[20389]",-2.159575,-1.123094,-0.7780338
"eta[20390]",-4.663669,-1.826003,-1.667964
"eta[20391]",-0.2593201,0.145264,0.1124004
"eta[20392]",0.3050791,-0.539511,-0.2868283
"eta[20393]",-0.4031785,-0.8798586,-0.945196
"eta[20394]",0.316225,-0.9822936,-0.7998922
"eta[20395]",-1.516108,-0.9501817,-1.708799
"eta[20396]",1.304227,0.1634157,1.087987
"eta[20397]",-0.3731761,-0.7961417,-1.486448
"eta[20398]",-0.4295105,-0.9742825,-1.241253
"eta[20399]",0.5783049,-0.1583632,0.2127877
"eta[20400]",-0.4126478,-0.1304009,1.013739
"eta[20401]",-1.797426,-1.754971,-1.883703
"eta[20402]",-3.435071,-1.80632,-2.153357
"eta[20403]",-2.729732,-2.259991,-1.91853
"eta[20404]",-3.356097,-2.324626,-1.563282
"eta[20405]",-2.546423,-1.317664,-0.8108194
"eta[20406]",-3.850341,-2.216131,-1.651638
"eta[20407]",-5.064827,-2.23596,-4.022629
"eta[20408]",-6.678009,-2.592871,-2.960928
"eta[20409]",-4.760819,-2.76334,-2.60241
"eta[20410]",-5.42095,-2.450018,-3.215513
"eta[20411]",-0.915796,-0.1724879,-0.3738075
"eta[20412]",-0.9268503,-0.9728475,-1.167663
"eta[20413]",-0.632041,-0.4519376,-0.4527834
"eta[20414]",-1.579783,-1.413318,-1.113986
"eta[20415]",-0.5720106,-1.290717,-1.764764
"eta[20416]",-1.498268,-0.3061126,0.2892708
"eta[20417]",-4.721102,-1.251844,-2.687576
"eta[20418]",-4.335885,-1.480434,-2.035491
"eta[20419]",-2.992903,-1.535778,-1.596892
"eta[20420]",-3.773014,-1.422116,-1.408294
"eta[20421]",-2.581483,-2.209974,-1.85523
"eta[20422]",-2.738902,-2.397939,-2.200502
"eta[20423]",-2.157042,-2.887801,-1.893561
"eta[20424]",-2.86663,-2.865431,-1.560954
"eta[20425]",-1.706537,-2.692041,-1.806937
"eta[20426]",-1.559419,-2.884831,-1.608013
"eta[20427]",-4.475567,-2.747562,-4.130481
"eta[20428]",-4.267467,-3.32908,-3.043551
"eta[20429]",-2.270787,-3.496851,-2.593929
"eta[20430]",-4.739766,-3.188924,-3.244327
"eta[20431]",0.4886438,-1.287884,-1.451181
"eta[20432]",-2.713185,-1.321645,-1.400412
"eta[20433]",-1.381787,-1.669578,-1.483134
"eta[20434]",-2.072136,-0.8555432,-0.3250537
"eta[20435]",-1.06406,-1.677681,-1.786018
"eta[20436]",1.849356,-0.6767216,0.06962634
"eta[20437]",-3.785915,-1.582311,-2.999493
"eta[20438]",-3.234071,-1.880045,-2.267369
"eta[20439]",-0.9975512,-2.01269,-1.855401
"eta[20440]",-2.859406,-1.840848,-1.838401
"eta[20441]",1.357184,0.9007237,0.696225
"eta[20442]",0.9139741,1.208885,1.679972
"eta[20443]",0.8316137,0.1352065,-0.4808284
"eta[20444]",-0.07370025,0.8218744,0.5219296
"eta[20445]",-1.528212,-0.0791728,-1.687308
"eta[20446]",3.336197,1.296816,2.189684
"eta[20447]",-1.18996,0.9823439,0.771615
"eta[20448]",1.64169,0.1646148,-0.2727142
"eta[20449]",-0.0651164,1.069823,1.212925
"eta[20450]",1.500707,0.9558785,2.948608
"eta[20451]",0.4258131,-0.1651204,-0.3599952
"eta[20452]",1.303099,0.9335936,1.364799
"eta[20453]",-1.035939,-0.1022066,-0.5422967
"eta[20454]",1.192155,0.4695807,0.4337573
"eta[20455]",-1.219077,-0.3724502,-1.656807
"eta[20456]",-0.0257854,0.9738569,1.896697
"eta[20457]",-0.3169353,0.7042944,0.4281287
"eta[20458]",0.1385936,0.6279428,0.3502038
"eta[20459]",-0.01580171,-0.118482,0.04140271
"eta[20460]",0.8685483,0.6495062,2.400123
"eta[20461]",0.1368105,-0.4871275,-0.4877431
"eta[20462]",-0.6073189,-1.326705,-1.35033
"eta[20463]",-0.4800156,-1.746884,-1.456858
"eta[20464]",-1.07543,-1.807648,-1.257608
"eta[20465]",-1.42135,-1.755431,-1.749925
"eta[20466]",-0.8975048,-0.7782506,0.116897
"eta[20467]",-4.375747,-1.671218,-2.960296
